"Device ID:-ESP098990, FileName:-1162019-07-23_15H35M13S.csv, Load:-116"
TimeElapsed,Value
6:10:40,2.344
6:10:44,2.344
6:10:48,2.344
6:10:52,2.344
6:10:56,2.341
6:11:0,2.338
6:11:4,2.338
6:11:8,2.338
6:11:12,2.338
6:11:16,2.338
6:11:20,2.338
6:11:24,2.338
6:11:28,2.338
6:11:32,2.338
6:11:36,2.338
6:11:40,2.338
6:11:44,2.338
6:11:48,2.338
6:11:52,2.338
6:11:56,2.338
6:12:0,2.338
6:12:4,2.338
6:12:8,2.335
6:12:12,2.335
6:12:16,2.335
6:12:20,2.335
6:12:24,2.335
6:12:28,2.335
6:12:32,2.335
6:12:36,2.335
6:12:40,2.335
6:12:44,2.335
6:12:48,2.335
6:12:52,2.335
6:12:56,2.335
6:13:0,2.335
6:13:4,2.332
6:13:8,2.332
6:13:12,2.332
6:13:16,2.332
6:13:20,2.332
6:13:24,2.332
6:13:28,2.332
6:13:32,2.332
6:13:36,2.332
6:13:40,2.332
6:13:44,2.332
6:13:48,2.332
6:13:52,2.332
6:13:56,2.329
6:14:0,2.329
6:14:4,2.329
6:14:8,2.329
6:14:12,2.329
6:14:16,2.329
6:14:20,2.329
6:14:24,2.329
6:14:28,2.329
6:14:32,2.329
6:14:36,2.326
6:14:40,2.326
6:14:44,2.326
6:14:48,2.326
6:14:52,2.326
6:14:56,2.326
6:15:0,2.326
6:15:4,2.326
6:15:8,2.326
6:15:12,2.326
6:15:16,2.323
6:15:20,2.323
6:15:24,2.323
6:15:28,2.323
6:15:32,2.323
6:15:36,2.323
6:15:40,2.323
6:15:44,2.323
6:15:48,2.323
6:15:52,2.323
6:15:56,2.323
6:16:0,2.323
6:16:4,2.323
6:16:8,2.323
6:16:12,2.323
6:16:16,2.32
6:16:20,2.32
6:16:24,2.32
6:16:28,2.32
6:16:32,2.32
6:16:36,2.32
6:16:40,2.32
6:16:44,2.32
6:16:48,2.314
6:16:52,2.32
6:16:56,2.32
6:17:0,2.312
6:17:4,2.312
6:17:8,2.312
6:17:12,2.312
6:17:16,2.309
6:17:20,2.309
6:17:24,2.309
6:17:28,2.309
6:17:32,2.309
6:17:36,2.309
6:17:40,2.309
6:17:44,2.309
6:17:48,2.309
6:17:52,2.306
6:17:56,2.309
6:18:0,2.306
6:18:4,2.306
6:18:8,2.306
6:18:12,2.306
6:18:16,2.306
6:18:20,2.306
6:18:24,2.306
6:18:28,2.306
6:18:32,2.303
6:18:36,2.303
6:18:40,2.303
6:18:44,2.303
6:18:48,2.303
6:18:52,2.303
6:18:56,2.303
6:19:0,2.303
6:19:4,2.303
6:19:8,2.303
6:19:12,2.303
6:19:16,2.303
6:19:20,2.3
6:19:24,2.3
6:19:28,2.3
6:19:32,2.3
6:19:36,2.3
6:19:40,2.3
6:19:44,2.3
6:19:48,2.3
6:19:52,2.297
6:19:56,2.297
6:20:0,2.297
6:20:4,2.297
6:20:8,2.297
6:20:12,2.297
6:20:16,2.297
6:20:20,2.297
6:20:24,2.294
6:20:28,2.294
6:20:32,2.294
6:20:36,2.294
6:20:40,2.294
6:20:44,2.294
6:20:48,2.294
6:20:52,2.294
6:20:56,2.294
6:21:0,2.291
6:21:4,2.291
6:21:8,2.291
6:21:12,2.291
6:21:16,2.291
6:21:20,2.291
6:21:24,2.291
6:21:28,2.291
6:21:32,2.288
6:21:36,2.288
6:21:40,2.285
6:21:44,2.285
6:21:48,2.285
6:21:52,2.285
6:21:56,2.285
6:22:0,2.285
6:22:4,2.285
6:22:8,2.279
6:22:12,2.279
6:22:16,2.279
6:22:20,2.279
6:22:24,2.279
6:22:28,2.279
6:22:32,2.279
6:22:36,2.276
6:22:40,2.276
6:22:44,2.276
6:22:48,2.273
6:22:52,2.273
6:22:56,2.273
6:23:0,2.273
6:23:4,2.273
6:23:8,2.273
6:23:12,2.273
6:23:16,2.271
6:23:20,2.271
6:23:24,2.271
6:23:28,2.271
6:23:32,2.271
6:23:36,2.271
6:23:40,2.268
6:23:44,2.268
6:23:48,2.268
6:23:52,2.268
6:23:56,2.268
6:24:0,2.268
6:24:4,2.265
6:24:8,2.265
6:24:12,2.265
6:24:16,2.265
6:24:20,2.265
6:24:24,2.265
6:24:28,2.265
6:24:32,2.262
6:24:36,2.262
6:24:40,2.262
6:24:44,2.259
6:24:48,2.262
6:24:52,2.259
6:24:56,2.256
6:25:0,2.256
6:25:4,2.256
6:25:8,2.253
6:25:12,2.253
6:25:16,2.253
6:25:20,2.253
6:25:24,2.253
6:25:28,2.253
6:25:32,2.25
6:25:36,2.25
6:25:40,2.25
6:25:44,2.25
6:25:48,2.25
6:25:52,2.244
6:25:56,2.244
6:26:0,2.244
6:26:4,2.244
6:26:8,2.244
6:26:12,2.241
6:26:16,2.241
6:26:20,2.241
6:26:24,2.241
6:26:28,2.241
6:26:32,2.238
6:26:36,2.238
6:26:40,2.238
6:26:44,2.235
6:26:48,2.235
6:26:52,2.235
6:26:56,2.232
6:27:0,2.232
6:27:4,2.232
6:27:8,2.232
6:27:12,2.232
6:27:16,2.229
6:27:20,2.227
6:27:24,2.227
6:27:28,2.227
6:27:32,2.227
6:27:36,2.224
6:27:40,2.224
6:27:44,2.224
6:27:48,2.224
6:27:52,2.221
6:27:56,2.221
6:28:0,2.221
6:28:4,2.221
6:28:8,2.218
6:28:12,2.218
6:28:16,2.215
6:28:20,2.215
6:28:24,2.215
6:28:28,2.209
6:28:32,2.209
6:28:36,2.209
6:28:40,2.209
6:28:44,2.209
6:28:48,2.206
6:28:52,2.206
6:28:56,2.203
6:29:0,2.197
6:29:4,2.197
6:29:8,2.197
6:29:12,2.197
6:29:16,2.194
6:29:20,2.194
6:29:24,2.194
6:29:28,2.191
6:29:32,2.191
6:29:36,2.191
6:29:40,2.188
6:29:44,2.188
6:29:48,2.188
6:29:52,2.186
6:29:56,2.186
6:30:0,2.186
6:30:4,2.183
6:30:8,2.183
6:30:12,2.18
6:30:16,2.18
6:30:20,2.174
6:30:24,2.171
6:30:28,2.168
6:30:32,2.168
6:30:36,2.168
6:30:40,2.168
6:30:44,2.168
6:30:48,2.165
6:30:52,2.165
6:30:56,2.162
6:31:0,2.162
6:31:4,2.159
6:31:8,2.156
6:31:12,2.156
6:31:16,2.153
6:31:20,2.153
6:31:24,2.153
6:31:28,2.15
6:31:32,2.147
6:31:36,2.145
6:31:40,2.139
6:31:44,2.139
6:31:48,2.136
6:31:52,2.136
6:31:56,2.133
6:32:0,2.133
6:32:4,2.133
6:32:8,2.13
6:32:12,2.127
6:32:16,2.127
6:32:20,2.124
6:32:24,2.124
6:32:28,2.121
6:32:32,2.115
6:32:36,2.115
6:32:40,2.112
6:32:44,2.112
6:32:48,2.109
6:32:52,2.109
6:32:56,2.104
6:33:0,2.101
6:33:4,Fully Discharged
